MHC_Class,Proportion,Replicate,Depth,Variant,Metric,Value
MHC_Class_I,0.09,9,74.28166666666667,INDEL,Recall,0.931034
MHC_Class_I,0.09,9,74.28166666666667,INDEL,Precision,1.0
MHC_Class_I,0.09,9,74.28166666666667,INDEL,F1,0.9642860000000001
MHC_Class_I,0.09,9,74.28166666666667,SNP,Recall,1.0
MHC_Class_I,0.09,9,74.28166666666667,SNP,Precision,1.0
MHC_Class_I,0.09,9,74.28166666666667,SNP,F1,1.0
MHC_Class_III,0.09,3,19.059999999999995,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.09,3,19.059999999999995,INDEL,Precision,0.9634149999999999
MHC_Class_III,0.09,3,19.059999999999995,INDEL,F1,0.9572780000000001
MHC_Class_III,0.09,3,19.059999999999995,SNP,Recall,0.994771
MHC_Class_III,0.09,3,19.059999999999995,SNP,Precision,0.9921770000000001
MHC_Class_III,0.09,3,19.059999999999995,SNP,F1,0.9934729999999999
MHC_Class_I,0.09,6,77.11666666666666,INDEL,Recall,0.931034
MHC_Class_I,0.09,6,77.11666666666666,INDEL,Precision,1.0
MHC_Class_I,0.09,6,77.11666666666666,INDEL,F1,0.9642860000000001
MHC_Class_I,0.09,6,77.11666666666666,SNP,Recall,1.0
MHC_Class_I,0.09,6,77.11666666666666,SNP,Precision,1.0
MHC_Class_I,0.09,6,77.11666666666666,SNP,F1,1.0
MHC_Class_II,0.09,4,73.18125,INDEL,Recall,1.0
MHC_Class_II,0.09,4,73.18125,INDEL,Precision,1.0
MHC_Class_II,0.09,4,73.18125,INDEL,F1,1.0
MHC_Class_II,0.09,4,73.18125,SNP,Recall,0.9761690000000001
MHC_Class_II,0.09,4,73.18125,SNP,Precision,1.0
MHC_Class_II,0.09,4,73.18125,SNP,F1,0.987941
MHC_Class_II,0.09,6,73.37,INDEL,Recall,0.984848
MHC_Class_II,0.09,6,73.37,INDEL,Precision,1.0
MHC_Class_II,0.09,6,73.37,INDEL,F1,0.992366
MHC_Class_II,0.09,6,73.37,SNP,Recall,0.978002
MHC_Class_II,0.09,6,73.37,SNP,Precision,1.0
MHC_Class_II,0.09,6,73.37,SNP,F1,0.9888790000000001
MHC_Class_II,0.09,9,74.7525,INDEL,Recall,1.0
MHC_Class_II,0.09,9,74.7525,INDEL,Precision,1.0
MHC_Class_II,0.09,9,74.7525,INDEL,F1,1.0
MHC_Class_II,0.09,9,74.7525,SNP,Recall,0.992667
MHC_Class_II,0.09,9,74.7525,SNP,Precision,1.0
MHC_Class_II,0.09,9,74.7525,SNP,F1,0.9963200000000001
MHC_Class_I,0.09,4,72.79166666666667,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.09,4,72.79166666666667,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.09,4,72.79166666666667,INDEL,F1,0.9097270000000001
MHC_Class_I,0.09,4,72.79166666666667,SNP,Recall,0.9930559999999999
MHC_Class_I,0.09,4,72.79166666666667,SNP,Precision,1.0
MHC_Class_I,0.09,4,72.79166666666667,SNP,F1,0.996516
MHC_Class_III,0.06,1,12.418405797101453,INDEL,Recall,0.9146340000000001
MHC_Class_III,0.06,1,12.418405797101453,INDEL,Precision,0.9382719999999999
MHC_Class_III,0.06,1,12.418405797101453,INDEL,F1,0.9263020000000001
MHC_Class_III,0.06,1,12.418405797101453,SNP,Recall,0.992157
MHC_Class_III,0.06,1,12.418405797101453,SNP,Precision,0.9960629999999999
MHC_Class_III,0.06,1,12.418405797101453,SNP,F1,0.9941059999999999
MHC_Class_I,0.09,2,73.765,INDEL,Recall,0.896552
MHC_Class_I,0.09,2,73.765,INDEL,Precision,1.0
MHC_Class_I,0.09,2,73.765,INDEL,F1,0.9454549999999999
MHC_Class_I,0.09,2,73.765,SNP,Recall,0.989583
MHC_Class_I,0.09,2,73.765,SNP,Precision,0.9982489999999999
MHC_Class_I,0.09,2,73.765,SNP,F1,0.9938969999999999
MHC_Class_III,0.09,8,18.357246376811588,INDEL,Recall,0.939024
MHC_Class_III,0.09,8,18.357246376811588,INDEL,Precision,0.975
MHC_Class_III,0.09,8,18.357246376811588,INDEL,F1,0.956674
MHC_Class_III,0.09,8,18.357246376811588,SNP,Recall,0.9934639999999999
MHC_Class_III,0.09,8,18.357246376811588,SNP,Precision,0.9986860000000001
MHC_Class_III,0.09,8,18.357246376811588,SNP,F1,0.9960680000000001
MHC_Class_III,0.09,7,18.105942028985506,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.09,7,18.105942028985506,INDEL,Precision,0.940476
MHC_Class_III,0.09,7,18.105942028985506,INDEL,F1,0.945817
MHC_Class_III,0.09,7,18.105942028985506,SNP,Recall,0.994771
MHC_Class_III,0.09,7,18.105942028985506,SNP,Precision,0.9973790000000001
MHC_Class_III,0.09,7,18.105942028985506,SNP,F1,0.996073
MHC_Class_II,0.065,0,51.113749999999996,INDEL,Recall,0.984848
MHC_Class_II,0.065,0,51.113749999999996,INDEL,Precision,0.984848
MHC_Class_II,0.065,0,51.113749999999996,INDEL,F1,0.984848
MHC_Class_II,0.065,0,51.113749999999996,SNP,Recall,0.982585
MHC_Class_II,0.065,0,51.113749999999996,SNP,Precision,0.9944440000000001
MHC_Class_II,0.065,0,51.113749999999996,SNP,F1,0.9884790000000001
MHC_Class_II,0.09,2,74.52375,INDEL,Recall,1.0
MHC_Class_II,0.09,2,74.52375,INDEL,Precision,1.0
MHC_Class_II,0.09,2,74.52375,INDEL,F1,1.0
MHC_Class_II,0.09,2,74.52375,SNP,Recall,0.996334
MHC_Class_II,0.09,2,74.52375,SNP,Precision,1.0
MHC_Class_II,0.09,2,74.52375,SNP,F1,0.9981629999999999
MHC_Class_III,0.09,5,18.112898550724637,INDEL,Recall,0.902439
MHC_Class_III,0.09,5,18.112898550724637,INDEL,Precision,0.892857
MHC_Class_III,0.09,5,18.112898550724637,INDEL,F1,0.897623
MHC_Class_III,0.09,5,18.112898550724637,SNP,Recall,0.9973860000000001
MHC_Class_III,0.09,5,18.112898550724637,SNP,Precision,0.9973860000000001
MHC_Class_III,0.09,5,18.112898550724637,SNP,F1,0.9973860000000001
MHC_Class_I,0.065,0,54.48,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.065,0,54.48,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.065,0,54.48,INDEL,F1,0.9097270000000001
MHC_Class_I,0.065,0,54.48,SNP,Recall,0.9930559999999999
MHC_Class_I,0.065,0,54.48,SNP,Precision,1.0
MHC_Class_I,0.065,0,54.48,SNP,F1,0.996516
MHC_Class_II,0.06,1,49.325,INDEL,Recall,0.984848
MHC_Class_II,0.06,1,49.325,INDEL,Precision,1.0
MHC_Class_II,0.06,1,49.325,INDEL,F1,0.992366
MHC_Class_II,0.06,1,49.325,SNP,Recall,0.9743350000000001
MHC_Class_II,0.06,1,49.325,SNP,Precision,1.0
MHC_Class_II,0.06,1,49.325,SNP,F1,0.987001
MHC_Class_III,0.09,6,18.33884057971015,INDEL,Recall,0.9634149999999999
MHC_Class_III,0.09,6,18.33884057971015,INDEL,Precision,0.9756100000000001
MHC_Class_III,0.09,6,18.33884057971015,INDEL,F1,0.969474
MHC_Class_III,0.09,6,18.33884057971015,SNP,Recall,0.9934639999999999
MHC_Class_III,0.09,6,18.33884057971015,SNP,Precision,0.990874
MHC_Class_III,0.09,6,18.33884057971015,SNP,F1,0.992167
MHC_Class_III,0.09,9,18.93971014492754,INDEL,Recall,0.9634149999999999
MHC_Class_III,0.09,9,18.93971014492754,INDEL,Precision,0.9638549999999999
MHC_Class_III,0.09,9,18.93971014492754,INDEL,F1,0.963635
MHC_Class_III,0.09,9,18.93971014492754,SNP,Recall,0.994771
MHC_Class_III,0.09,9,18.93971014492754,SNP,Precision,0.9986879999999999
MHC_Class_III,0.09,9,18.93971014492754,SNP,F1,0.996726
MHC_Class_I,0.09,3,76.29333333333334,INDEL,Recall,0.931034
MHC_Class_I,0.09,3,76.29333333333334,INDEL,Precision,1.0
MHC_Class_I,0.09,3,76.29333333333334,INDEL,F1,0.9642860000000001
MHC_Class_I,0.09,3,76.29333333333334,SNP,Recall,1.0
MHC_Class_I,0.09,3,76.29333333333334,SNP,Precision,1.0
MHC_Class_I,0.09,3,76.29333333333334,SNP,F1,1.0
MHC_Class_I,0.06,1,52.38166666666667,INDEL,Recall,0.931034
MHC_Class_I,0.06,1,52.38166666666667,INDEL,Precision,1.0
MHC_Class_I,0.06,1,52.38166666666667,INDEL,F1,0.9642860000000001
MHC_Class_I,0.06,1,52.38166666666667,SNP,Recall,1.0
MHC_Class_I,0.06,1,52.38166666666667,SNP,Precision,1.0
MHC_Class_I,0.06,1,52.38166666666667,SNP,F1,1.0
MHC_Class_III,0.09,4,18.351304347826087,INDEL,Recall,0.9634149999999999
MHC_Class_III,0.09,4,18.351304347826087,INDEL,Precision,0.9523809999999999
MHC_Class_III,0.09,4,18.351304347826087,INDEL,F1,0.957866
MHC_Class_III,0.09,4,18.351304347826087,SNP,Recall,0.998693
MHC_Class_III,0.09,4,18.351304347826087,SNP,Precision,0.998693
MHC_Class_III,0.09,4,18.351304347826087,SNP,F1,0.998693
MHC_Class_II,0.09,3,73.52,INDEL,Recall,0.984848
MHC_Class_II,0.09,3,73.52,INDEL,Precision,1.0
MHC_Class_II,0.09,3,73.52,INDEL,F1,0.992366
MHC_Class_II,0.09,3,73.52,SNP,Recall,0.933089
MHC_Class_II,0.09,3,73.52,SNP,Precision,1.0
MHC_Class_II,0.09,3,73.52,SNP,F1,0.9653860000000001
MHC_Class_II,0.09,5,73.81375,INDEL,Recall,1.0
MHC_Class_II,0.09,5,73.81375,INDEL,Precision,1.0
MHC_Class_II,0.09,5,73.81375,INDEL,F1,1.0
MHC_Class_II,0.09,5,73.81375,SNP,Recall,0.99725
MHC_Class_II,0.09,5,73.81375,SNP,Precision,1.0
MHC_Class_II,0.09,5,73.81375,SNP,F1,0.9986229999999999
MHC_Class_I,0.09,7,75.08166666666666,INDEL,Recall,0.931034
MHC_Class_I,0.09,7,75.08166666666666,INDEL,Precision,1.0
MHC_Class_I,0.09,7,75.08166666666666,INDEL,F1,0.9642860000000001
MHC_Class_I,0.09,7,75.08166666666666,SNP,Recall,1.0
MHC_Class_I,0.09,7,75.08166666666666,SNP,Precision,1.0
MHC_Class_I,0.09,7,75.08166666666666,SNP,F1,1.0
MHC_Class_III,0.09,2,18.344927536231893,INDEL,Recall,0.939024
MHC_Class_III,0.09,2,18.344927536231893,INDEL,Precision,0.975
MHC_Class_III,0.09,2,18.344927536231893,INDEL,F1,0.956674
MHC_Class_III,0.09,2,18.344927536231893,SNP,Recall,0.998693
MHC_Class_III,0.09,2,18.344927536231893,SNP,Precision,0.9960889999999999
MHC_Class_III,0.09,2,18.344927536231893,SNP,F1,0.997389
MHC_Class_I,0.09,8,75.89833333333333,INDEL,Recall,0.896552
MHC_Class_I,0.09,8,75.89833333333333,INDEL,Precision,1.0
MHC_Class_I,0.09,8,75.89833333333333,INDEL,F1,0.9454549999999999
MHC_Class_I,0.09,8,75.89833333333333,SNP,Recall,1.0
MHC_Class_I,0.09,8,75.89833333333333,SNP,Precision,1.0
MHC_Class_I,0.09,8,75.89833333333333,SNP,F1,1.0
MHC_Class_III,0.065,0,13.417826086956518,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.065,0,13.417826086956518,INDEL,Precision,0.951807
MHC_Class_III,0.065,0,13.417826086956518,INDEL,F1,0.9515129999999999
MHC_Class_III,0.065,0,13.417826086956518,SNP,Recall,0.9934639999999999
MHC_Class_III,0.065,0,13.417826086956518,SNP,Precision,0.990874
MHC_Class_III,0.065,0,13.417826086956518,SNP,F1,0.992167
MHC_Class_I,0.09,5,76.895,INDEL,Recall,0.931034
MHC_Class_I,0.09,5,76.895,INDEL,Precision,1.0
MHC_Class_I,0.09,5,76.895,INDEL,F1,0.9642860000000001
MHC_Class_I,0.09,5,76.895,SNP,Recall,1.0
MHC_Class_I,0.09,5,76.895,SNP,Precision,1.0
MHC_Class_I,0.09,5,76.895,SNP,F1,1.0
MHC_Class_II,0.09,8,73.86875,INDEL,Recall,1.0
MHC_Class_II,0.09,8,73.86875,INDEL,Precision,1.0
MHC_Class_II,0.09,8,73.86875,INDEL,F1,1.0
MHC_Class_II,0.09,8,73.86875,SNP,Recall,0.981668
MHC_Class_II,0.09,8,73.86875,SNP,Precision,0.9990690000000001
MHC_Class_II,0.09,8,73.86875,SNP,F1,0.9902920000000001
MHC_Class_II,0.09,7,74.1025,INDEL,Recall,1.0
MHC_Class_II,0.09,7,74.1025,INDEL,Precision,1.0
MHC_Class_II,0.09,7,74.1025,INDEL,F1,1.0
MHC_Class_II,0.09,7,74.1025,SNP,Recall,0.990834
MHC_Class_II,0.09,7,74.1025,SNP,Precision,1.0
MHC_Class_II,0.09,7,74.1025,SNP,F1,0.995396
MHC_Class_III,0.075,0,15.644492753623188,INDEL,Recall,0.9268290000000001
MHC_Class_III,0.075,0,15.644492753623188,INDEL,Precision,0.9277110000000001
MHC_Class_III,0.075,0,15.644492753623188,INDEL,F1,0.92727
MHC_Class_III,0.075,0,15.644492753623188,SNP,Recall,0.994771
MHC_Class_III,0.075,0,15.644492753623188,SNP,Precision,0.996073
MHC_Class_III,0.075,0,15.644492753623188,SNP,F1,0.9954219999999999
MHC_Class_I,0.075,0,63.01499999999999,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.075,0,63.01499999999999,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.075,0,63.01499999999999,INDEL,F1,0.9097270000000001
MHC_Class_I,0.075,0,63.01499999999999,SNP,Recall,0.9930559999999999
MHC_Class_I,0.075,0,63.01499999999999,SNP,Precision,1.0
MHC_Class_I,0.075,0,63.01499999999999,SNP,F1,0.996516
MHC_Class_II,0.075,0,59.082499999999996,INDEL,Recall,0.984848
MHC_Class_II,0.075,0,59.082499999999996,INDEL,Precision,0.984848
MHC_Class_II,0.075,0,59.082499999999996,INDEL,F1,0.984848
MHC_Class_II,0.075,0,59.082499999999996,SNP,Recall,0.977085
MHC_Class_II,0.075,0,59.082499999999996,SNP,Precision,0.9870610000000001
MHC_Class_II,0.075,0,59.082499999999996,SNP,F1,0.9820479999999999
MHC_Class_III,0.075,7,15.190144927536231,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.075,7,15.190144927536231,INDEL,Precision,0.975309
MHC_Class_III,0.075,7,15.190144927536231,INDEL,F1,0.9631129999999999
MHC_Class_III,0.075,7,15.190144927536231,SNP,Recall,0.99085
MHC_Class_III,0.075,7,15.190144927536231,SNP,Precision,0.989556
MHC_Class_III,0.075,7,15.190144927536231,SNP,F1,0.990202
MHC_Class_II,0.075,7,61.74125000000001,INDEL,Recall,0.9696969999999999
MHC_Class_II,0.075,7,61.74125000000001,INDEL,Precision,1.0
MHC_Class_II,0.075,7,61.74125000000001,INDEL,F1,0.984615
MHC_Class_II,0.075,7,61.74125000000001,SNP,Recall,0.942255
MHC_Class_II,0.075,7,61.74125000000001,SNP,Precision,0.99903
MHC_Class_II,0.075,7,61.74125000000001,SNP,F1,0.9698120000000001
MHC_Class_I,0.075,7,61.843333333333334,INDEL,Recall,0.896552
MHC_Class_I,0.075,7,61.843333333333334,INDEL,Precision,1.0
MHC_Class_I,0.075,7,61.843333333333334,INDEL,F1,0.9454549999999999
MHC_Class_I,0.075,7,61.843333333333334,SNP,Recall,1.0
MHC_Class_I,0.075,7,61.843333333333334,SNP,Precision,1.0
MHC_Class_I,0.075,7,61.843333333333334,SNP,F1,1.0
MHC_Class_II,0.075,3,61.045,INDEL,Recall,0.984848
MHC_Class_II,0.075,3,61.045,INDEL,Precision,1.0
MHC_Class_II,0.075,3,61.045,INDEL,F1,0.992366
MHC_Class_II,0.075,3,61.045,SNP,Recall,0.9349219999999999
MHC_Class_II,0.075,3,61.045,SNP,Precision,1.0
MHC_Class_II,0.075,3,61.045,SNP,F1,0.966367
MHC_Class_III,0.075,3,16.03956521739131,INDEL,Recall,0.9146340000000001
MHC_Class_III,0.075,3,16.03956521739131,INDEL,Precision,0.9382719999999999
MHC_Class_III,0.075,3,16.03956521739131,INDEL,F1,0.9263020000000001
MHC_Class_III,0.075,3,16.03956521739131,SNP,Recall,0.992157
MHC_Class_III,0.075,3,16.03956521739131,SNP,Precision,0.9895700000000001
MHC_Class_III,0.075,3,16.03956521739131,SNP,F1,0.9908620000000001
MHC_Class_I,0.075,3,64.15833333333333,INDEL,Recall,0.896552
MHC_Class_I,0.075,3,64.15833333333333,INDEL,Precision,1.0
MHC_Class_I,0.075,3,64.15833333333333,INDEL,F1,0.9454549999999999
MHC_Class_I,0.075,3,64.15833333333333,SNP,Recall,1.0
MHC_Class_I,0.075,3,64.15833333333333,SNP,Precision,1.0
MHC_Class_I,0.075,3,64.15833333333333,SNP,F1,1.0
MHC_Class_II,0.075,9,62.56875,INDEL,Recall,1.0
MHC_Class_II,0.075,9,62.56875,INDEL,Precision,1.0
MHC_Class_II,0.075,9,62.56875,INDEL,F1,1.0
MHC_Class_II,0.075,9,62.56875,SNP,Recall,0.981668
MHC_Class_II,0.075,9,62.56875,SNP,Precision,0.991682
MHC_Class_II,0.075,9,62.56875,SNP,F1,0.98665
MHC_Class_III,0.075,9,15.616811594202895,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.075,9,15.616811594202895,INDEL,Precision,0.9294120000000001
MHC_Class_III,0.075,9,15.616811594202895,INDEL,F1,0.9401889999999999
MHC_Class_III,0.075,9,15.616811594202895,SNP,Recall,0.994771
MHC_Class_III,0.075,9,15.616811594202895,SNP,Precision,0.9986879999999999
MHC_Class_III,0.075,9,15.616811594202895,SNP,F1,0.996726
MHC_Class_I,0.075,9,62.30833333333334,INDEL,Recall,0.931034
MHC_Class_I,0.075,9,62.30833333333334,INDEL,Precision,1.0
MHC_Class_I,0.075,9,62.30833333333334,INDEL,F1,0.9642860000000001
MHC_Class_I,0.075,9,62.30833333333334,SNP,Recall,1.0
MHC_Class_I,0.075,9,62.30833333333334,SNP,Precision,1.0
MHC_Class_I,0.075,9,62.30833333333334,SNP,F1,1.0
MHC_Class_III,0.075,4,15.259999999999998,INDEL,Recall,0.9512200000000001
MHC_Class_III,0.075,4,15.259999999999998,INDEL,Precision,0.940476
MHC_Class_III,0.075,4,15.259999999999998,INDEL,F1,0.945817
MHC_Class_III,0.075,4,15.259999999999998,SNP,Recall,0.998693
MHC_Class_III,0.075,4,15.259999999999998,SNP,Precision,0.994792
MHC_Class_III,0.075,4,15.259999999999998,SNP,F1,0.9967379999999999
MHC_Class_I,0.075,4,60.288333333333334,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.075,4,60.288333333333334,INDEL,Precision,0.9629629999999999
MHC_Class_I,0.075,4,60.288333333333334,INDEL,F1,0.9097270000000001
MHC_Class_I,0.075,4,60.288333333333334,SNP,Recall,0.9930559999999999
MHC_Class_I,0.075,4,60.288333333333334,SNP,Precision,1.0
MHC_Class_I,0.075,4,60.288333333333334,SNP,F1,0.996516
MHC_Class_II,0.075,4,61.13,INDEL,Recall,0.984848
MHC_Class_II,0.075,4,61.13,INDEL,Precision,1.0
MHC_Class_II,0.075,4,61.13,INDEL,F1,0.992366
MHC_Class_II,0.075,4,61.13,SNP,Recall,0.9697530000000001
MHC_Class_II,0.075,4,61.13,SNP,Precision,1.0
MHC_Class_II,0.075,4,61.13,SNP,F1,0.9846440000000001
MHC_Class_II,0.075,6,60.7625,INDEL,Recall,0.984848
MHC_Class_II,0.075,6,60.7625,INDEL,Precision,1.0
MHC_Class_II,0.075,6,60.7625,INDEL,F1,0.992366
MHC_Class_II,0.075,6,60.7625,SNP,Recall,0.9743350000000001
MHC_Class_II,0.075,6,60.7625,SNP,Precision,1.0
MHC_Class_II,0.075,6,60.7625,SNP,F1,0.987001
MHC_Class_I,0.075,6,64.61999999999999,INDEL,Recall,0.931034
MHC_Class_I,0.075,6,64.61999999999999,INDEL,Precision,1.0
MHC_Class_I,0.075,6,64.61999999999999,INDEL,F1,0.9642860000000001
MHC_Class_I,0.075,6,64.61999999999999,SNP,Recall,1.0
MHC_Class_I,0.075,6,64.61999999999999,SNP,Precision,1.0
MHC_Class_I,0.075,6,64.61999999999999,SNP,F1,1.0
MHC_Class_III,0.075,6,15.244347826086958,INDEL,Recall,0.9634149999999999
MHC_Class_III,0.075,6,15.244347826086958,INDEL,Precision,0.9756100000000001
MHC_Class_III,0.075,6,15.244347826086958,INDEL,F1,0.969474
MHC_Class_III,0.075,6,15.244347826086958,SNP,Recall,0.9934639999999999
MHC_Class_III,0.075,6,15.244347826086958,SNP,Precision,0.990874
MHC_Class_III,0.075,6,15.244347826086958,SNP,F1,0.992167
MHC_Class_II,0.075,1,61.0175,INDEL,Recall,0.984848
MHC_Class_II,0.075,1,61.0175,INDEL,Precision,1.0
MHC_Class_II,0.075,1,61.0175,INDEL,F1,0.992366
MHC_Class_II,0.075,1,61.0175,SNP,Recall,0.9761690000000001
MHC_Class_II,0.075,1,61.0175,SNP,Precision,1.0
MHC_Class_II,0.075,1,61.0175,SNP,F1,0.987941
MHC_Class_I,0.075,1,63.57333333333333,INDEL,Recall,0.931034
MHC_Class_I,0.075,1,63.57333333333333,INDEL,Precision,1.0
MHC_Class_I,0.075,1,63.57333333333333,INDEL,F1,0.9642860000000001
MHC_Class_I,0.075,1,63.57333333333333,SNP,Recall,1.0
MHC_Class_I,0.075,1,63.57333333333333,SNP,Precision,1.0
MHC_Class_I,0.075,1,63.57333333333333,SNP,F1,1.0
MHC_Class_III,0.075,1,15.412898550724634,INDEL,Recall,0.890244
MHC_Class_III,0.075,1,15.412898550724634,INDEL,Precision,0.925
MHC_Class_III,0.075,1,15.412898550724634,INDEL,F1,0.9072889999999999
MHC_Class_III,0.075,1,15.412898550724634,SNP,Recall,0.9934639999999999
MHC_Class_III,0.075,1,15.412898550724634,SNP,Precision,0.9960680000000001
MHC_Class_III,0.075,1,15.412898550724634,SNP,F1,0.994764
MHC_Class_II,0.075,5,61.4775,INDEL,Recall,1.0
MHC_Class_II,0.075,5,61.4775,INDEL,Precision,1.0
MHC_Class_II,0.075,5,61.4775,INDEL,F1,1.0
MHC_Class_II,0.075,5,61.4775,SNP,Recall,0.9945
MHC_Class_II,0.075,5,61.4775,SNP,Precision,0.999081
MHC_Class_II,0.075,5,61.4775,SNP,F1,0.996785
MHC_Class_III,0.075,5,15.02724637681159,INDEL,Recall,0.9146340000000001
MHC_Class_III,0.075,5,15.02724637681159,INDEL,Precision,0.9047620000000001
MHC_Class_III,0.075,5,15.02724637681159,INDEL,F1,0.9096709999999999
MHC_Class_III,0.075,5,15.02724637681159,SNP,Recall,0.989542
MHC_Class_III,0.075,5,15.02724637681159,SNP,Precision,0.9947440000000001
MHC_Class_III,0.075,5,15.02724637681159,SNP,F1,0.992136
MHC_Class_I,0.075,5,63.678333333333335,INDEL,Recall,0.896552
MHC_Class_I,0.075,5,63.678333333333335,INDEL,Precision,1.0
MHC_Class_I,0.075,5,63.678333333333335,INDEL,F1,0.9454549999999999
MHC_Class_I,0.075,5,63.678333333333335,SNP,Recall,1.0
MHC_Class_I,0.075,5,63.678333333333335,SNP,Precision,1.0
MHC_Class_I,0.075,5,63.678333333333335,SNP,F1,1.0
MHC_Class_III,0.075,8,15.52057971014493,INDEL,Recall,0.939024
MHC_Class_III,0.075,8,15.52057971014493,INDEL,Precision,0.9285709999999999
MHC_Class_III,0.075,8,15.52057971014493,INDEL,F1,0.9337690000000001
MHC_Class_III,0.075,8,15.52057971014493,SNP,Recall,0.9934639999999999
MHC_Class_III,0.075,8,15.52057971014493,SNP,Precision,0.9986860000000001
MHC_Class_III,0.075,8,15.52057971014493,SNP,F1,0.9960680000000001
MHC_Class_I,0.075,8,62.10833333333333,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.075,8,62.10833333333333,INDEL,Precision,1.0
MHC_Class_I,0.075,8,62.10833333333333,INDEL,F1,0.925926
MHC_Class_I,0.075,8,62.10833333333333,SNP,Recall,0.989583
MHC_Class_I,0.075,8,62.10833333333333,SNP,Precision,0.9982489999999999
MHC_Class_I,0.075,8,62.10833333333333,SNP,F1,0.9938969999999999
MHC_Class_II,0.075,8,61.902499999999996,INDEL,Recall,1.0
MHC_Class_II,0.075,8,61.902499999999996,INDEL,Precision,1.0
MHC_Class_II,0.075,8,61.902499999999996,INDEL,F1,1.0
MHC_Class_II,0.075,8,61.902499999999996,SNP,Recall,0.981668
MHC_Class_II,0.075,8,61.902499999999996,SNP,Precision,1.0
MHC_Class_II,0.075,8,61.902499999999996,SNP,F1,0.990749
MHC_Class_I,0.075,2,62.41166666666667,INDEL,Recall,0.896552
MHC_Class_I,0.075,2,62.41166666666667,INDEL,Precision,1.0
MHC_Class_I,0.075,2,62.41166666666667,INDEL,F1,0.9454549999999999
MHC_Class_I,0.075,2,62.41166666666667,SNP,Recall,0.984375
MHC_Class_I,0.075,2,62.41166666666667,SNP,Precision,0.998239
MHC_Class_I,0.075,2,62.41166666666667,SNP,F1,0.991259
MHC_Class_II,0.075,2,61.915,INDEL,Recall,1.0
MHC_Class_II,0.075,2,61.915,INDEL,Precision,1.0
MHC_Class_II,0.075,2,61.915,INDEL,F1,1.0
MHC_Class_II,0.075,2,61.915,SNP,Recall,0.995417
MHC_Class_II,0.075,2,61.915,SNP,Precision,1.0
MHC_Class_II,0.075,2,61.915,SNP,F1,0.9977030000000001
MHC_Class_III,0.075,2,15.340144927536233,INDEL,Recall,0.902439
MHC_Class_III,0.075,2,15.340144927536233,INDEL,Precision,0.925926
MHC_Class_III,0.075,2,15.340144927536233,INDEL,F1,0.914032
MHC_Class_III,0.075,2,15.340144927536233,SNP,Recall,0.996078
MHC_Class_III,0.075,2,15.340144927536233,SNP,Precision,0.98961
MHC_Class_III,0.075,2,15.340144927536233,SNP,F1,0.992834
MHC_Class_I,0.01,7,8.688333333333333,INDEL,Recall,0.8620690000000001
MHC_Class_I,0.01,7,8.688333333333333,INDEL,Precision,1.0
MHC_Class_I,0.01,7,8.688333333333333,INDEL,F1,0.925926
MHC_Class_I,0.01,7,8.688333333333333,SNP,Recall,0.9149309999999999
MHC_Class_I,0.01,7,8.688333333333333,SNP,Precision,0.988743
MHC_Class_I,0.01,7,8.688333333333333,SNP,F1,0.950406
MHC_Class_II,0.01,7,8.64125,INDEL,Recall,0.924242
MHC_Class_II,0.01,7,8.64125,INDEL,Precision,1.0
MHC_Class_II,0.01,7,8.64125,INDEL,F1,0.9606299999999999
MHC_Class_II,0.01,7,8.64125,SNP,Recall,0.8423459999999999
MHC_Class_II,0.01,7,8.64125,SNP,Precision,0.995676
MHC_Class_II,0.01,7,8.64125,SNP,F1,0.912616
MHC_Class_III,0.01,7,1.9150724637681158,INDEL,Recall,0.329268
MHC_Class_III,0.01,7,1.9150724637681158,INDEL,Precision,0.818182
MHC_Class_III,0.01,7,1.9150724637681158,INDEL,F1,0.46956499999999995
MHC_Class_III,0.01,7,1.9150724637681158,SNP,Recall,0.488889
MHC_Class_III,0.01,7,1.9150724637681158,SNP,Precision,0.9444440000000001
MHC_Class_III,0.01,7,1.9150724637681158,SNP,F1,0.6442720000000001
MHC_Class_III,0.01,0,2.0346376811594205,INDEL,Recall,0.46341499999999997
MHC_Class_III,0.01,0,2.0346376811594205,INDEL,Precision,0.9268290000000001
MHC_Class_III,0.01,0,2.0346376811594205,INDEL,F1,0.6178859999999999
MHC_Class_III,0.01,0,2.0346376811594205,SNP,Recall,0.524183
MHC_Class_III,0.01,0,2.0346376811594205,SNP,Precision,0.9435290000000001
MHC_Class_III,0.01,0,2.0346376811594205,SNP,F1,0.67395
MHC_Class_I,0.01,0,8.741666666666667,INDEL,Recall,0.793103
MHC_Class_I,0.01,0,8.741666666666667,INDEL,Precision,0.958333
